"tick","donation-normed-small","donation-small","donation-valued-small"
1.0,14.375,50.0,50.0
2.0,14.375,50.0,50.0
3.0,14.375,50.0,50.0
4.0,14.375,50.0,50.0
5.0,14.375,50.0,50.0
6.0,14.375,50.0,50.0
7.0,14.375,50.0,50.0
8.0,14.375,50.0,50.0
9.0,14.375,50.0,50.0
10.0,14.375,50.0,50.0
11.0,14.375,50.0,50.0
12.0,14.375,50.0,50.0
13.0,14.375,50.0,50.0
14.0,14.375,50.0,50.0
15.0,14.375,50.0,50.0
16.0,14.375,50.0,50.0
17.0,14.375,50.0,50.0
18.0,14.375,50.0,50.0
19.0,14.375,50.0,50.0
20.0,14.375,50.0,50.0
21.0,14.375,50.0,50.0
22.0,14.375,50.0,50.0
23.0,14.375,50.0,50.0
24.0,14.375,50.0,50.0
25.0,14.375,50.0,50.0
26.0,14.375,50.0,50.0
27.0,14.375,50.0,50.0
28.0,14.375,50.0,50.0
29.0,14.375,50.0,50.0
30.0,14.375,50.0,50.0
31.0,14.375,50.0,50.0
32.0,14.375,50.0,50.0
33.0,14.375,50.0,50.0
34.0,14.375,50.0,50.0
35.0,14.375,50.0,50.0
36.0,14.375,50.0,50.0
37.0,14.375,50.0,50.0
38.0,14.375,50.0,50.0
39.0,14.375,50.0,50.0
40.0,14.375,50.0,50.0
41.0,14.375,50.0,50.0
42.0,14.375,50.0,50.0
43.0,14.375,50.0,50.0
44.0,14.375,50.0,50.0
45.0,14.375,50.0,50.0
46.0,14.375,50.0,50.0
47.0,14.375,50.0,50.0
48.0,14.375,50.0,50.0
49.0,14.375,50.0,50.0
50.0,14.375,50.0,50.0
51.0,14.375,50.0,50.0
52.0,50.0,50.0,50.0
53.0,50.0,50.015,50.0
54.0,50.0,50.03,50.0
55.0,50.0,50.04500000000001,50.0
56.0,50.0,50.06,50.0
57.0,50.0,50.066439202678836,50.00000000000001
58.0,50.0,50.1879554108777,50.0
59.0,50.0,50.51827071148794,50.00000000000001
60.0,50.0,51.41616079079874,50.0
61.0,50.0,53.85687907734294,50.0
62.0,50.0,60.25658350974743,50.0
63.0,50.0,60.47732983133355,50.0
64.0,50.0,60.66987298107781,50.0
65.0,50.0,60.83974852831078,50.0
66.0,50.0,60.99108137131363,50.0
67.0,50.0,61.12701665379258,50.0
68.0,50.0,61.25,50.0
69.0,50.0,61.36196562445501,50.0
70.0,50.0,61.46446609406726,50.0
71.0,50.0,61.558763991941575,50.0
72.0,50.0,61.64589803375031,50.0
73.0,50.0,61.72673164646012,50.0
74.0,50.0,61.80198925466584,50.0
75.0,50.0,61.87228378914388,50.0
76.0,50.0,61.938137821521025,50.0
77.0,50.0,62.0,50.0
78.0,50.0,62.05825797292724,50.0
79.0,50.0,62.11324865405187,50.0
80.0,50.0,62.1652664524308,50.0
81.0,50.0,62.21456992734422,50.0
82.0,50.0,62.26138721247417,50.0
83.0,50.0,62.30592046959838,50.0
84.0,50.0,62.34834957055045,50.0
85.0,50.0,62.388835160664534,50.0
86.0,50.0,62.42752122286237,50.0
87.0,50.0,62.46453723581445,50.0
88.0,50.0,62.5,50.0
89.0,50.0,62.53401519041964,50.0
90.0,50.0,62.56667868303856,50.0
91.0,50.0,62.598077692923695,50.0
92.0,50.0,62.628291754873715,50.0
93.0,50.0,62.65739357167091,50.0
94.0,50.0,62.68544975056862,50.0
95.0,50.0,62.71252144501093,50.0
96.0,50.0,62.738664915666774,50.0
97.0,50.0,62.763932022500214,50.0
98.0,50.0,62.78837065767654,50.0
99.0,50.0,62.812025127531584,50.0
100.0,50.0,62.83493649053891,50.0
101.0,50.0,62.85714285714286,50.0
102.0,50.0,62.878679656440355,50.0
103.0,50.0,62.89957987395799,50.0
104.0,50.0,62.91987426415539,50.0
105.0,50.0,62.93959154076967,50.0
106.0,50.0,62.95875854768069,50.0
107.0,50.0,62.97740041261027,50.0
108.0,50.0,62.99554068565682,50.0
109.0,50.0,63.013201464402435,50.0
110.0,50.0,63.03040350710416,50.0
111.0,50.0,63.04716633528764,50.0
112.0,54.3545027756321,63.06350832689629,50.0
113.0,63.065272652524925,63.068801303782195,50.0
114.0,63.065272652524925,63.08241787042531,50.0
115.0,63.065272652524925,63.09566268303454,50.0
116.0,63.065272652524925,63.1085503207332,50.0
117.0,63.065272652524925,63.12717017082234,50.0
118.0,63.065272652524925,63.05881815534574,50.0
119.0,63.065272652524925,62.908790795365846,50.0
120.0,63.065272652524925,62.47690288782738,50.0
121.0,63.065272652524925,61.27937588669676,50.0
122.0,63.065272652524925,58.167820739413294,50.0
123.0,63.065272652524925,48.506179448068316,50.0
124.0,63.065272652524925,50.0,50.0
125.0,63.065272652524925,50.0,50.0
126.0,63.065272652524925,50.00000000000001,50.00000000000001
127.0,63.065272652524925,50.0,50.0
128.0,63.065272652524925,50.0,50.0
129.0,63.065272652524925,50.0,50.0
130.0,63.065272652524925,50.0,50.0
131.0,63.065272652524925,50.0,50.0
132.0,63.065272652524925,50.0,50.0
133.0,63.065272652524925,50.0,50.0
134.0,63.065272652524925,50.0,50.0
135.0,63.065272652524925,50.0,50.0
136.0,63.065272652524925,50.00000000000001,50.00000000000001
137.0,63.065272652524925,49.99999999999999,49.99999999999999
138.0,63.065272652524925,50.00000000000001,50.00000000000001
139.0,63.065272652524925,49.99999999999999,49.99999999999999
140.0,63.065272652524925,50.00000000000001,50.00000000000001
141.0,63.065272652524925,49.99999999999999,49.99999999999999
142.0,63.065272652524925,50.00000000000001,50.00000000000001
143.0,63.065272652524925,49.99999999999999,49.99999999999999
144.0,63.065272652524925,50.00000000000001,50.00000000000001
145.0,63.065272652524925,49.99999999999999,49.99999999999999
146.0,63.065272652524925,50.00000000000001,50.00000000000001
147.0,63.065272652524925,49.99999999999999,49.99999999999999
148.0,63.065272652524925,50.00000000000001,50.00000000000001
149.0,63.065272652524925,49.99999999999999,49.99999999999999
150.0,63.065272652524925,50.00000000000001,50.00000000000001
151.0,63.065272652524925,49.99999999999999,49.99999999999999
152.0,63.065272652524925,50.00000000000001,50.00000000000001
153.0,63.065272652524925,49.99999999999999,49.99999999999999
154.0,63.065272652524925,50.00000000000001,50.00000000000001
155.0,63.065272652524925,49.99999999999999,49.99999999999999
156.0,63.065272652524925,50.00000000000001,50.00000000000001
157.0,63.065272652524925,49.99999999999999,49.99999999999999
158.0,63.065272652524925,50.00000000000001,50.00000000000001
159.0,63.065272652524925,49.99999999999999,49.99999999999999
160.0,63.065272652524925,50.00000000000001,50.00000000000001
161.0,63.065272652524925,49.99999999999999,49.99999999999999
162.0,63.065272652524925,50.00000000000001,50.00000000000001
163.0,63.065272652524925,49.99999999999999,49.99999999999999
164.0,63.065272652524925,50.00000000000001,50.00000000000001
165.0,63.065272652524925,49.99999999999999,49.99999999999999
166.0,63.065272652524925,50.00000000000001,50.00000000000001
167.0,63.065272652524925,49.99999999999999,49.99999999999999
168.0,63.065272652524925,50.00000000000001,50.00000000000001
169.0,63.065272652524925,49.99999999999999,49.99999999999999
170.0,63.065272652524925,50.00000000000001,50.00000000000001
171.0,63.065272652524925,49.99999999999999,49.99999999999999
172.0,63.065272652524925,50.00000000000001,50.00000000000001
173.0,63.065272652524925,49.99999999999999,49.99999999999999
174.0,58.71076987689283,50.00000000000001,50.00000000000001
175.0,50.010000000000005,50.01499999999999,49.99999999999999
176.0,50.010000000000005,50.00001000000001,50.00000000000001
177.0,50.010000000000005,49.985020000000006,50.0
178.0,50.010000000000005,49.97003000000001,50.00000000000001
179.0,50.010000000000005,49.94647920267883,50.0
180.0,50.010000000000005,50.055121298321836,50.0
181.0,50.010000000000005,50.142485193339795,50.0
182.0,50.010000000000005,50.379964881630514,50.0
183.0,50.010000000000005,51.02550160293933,50.0
184.0,50.010000000000005,42.28881309803235,49.99999999999999
185.0,50.010000000000005,39.74683535142249,50.0
186.0,50.010000000000005,39.52616261194357,50.0
187.0,50.010000000000005,39.333683643249216,50.0
188.0,50.010000000000005,39.16386472119865,49.99999999999999
189.0,50.010000000000005,39.0125823224768,50.0
190.0,50.010000000000005,38.87669235175868,50.0
191.0,50.010000000000005,38.753750000000004,50.0
192.0,50.010000000000005,38.641821697419815,50.0
193.0,50.010000000000005,38.53935539463075,49.99999999999999
194.0,50.010000000000005,38.44508892938907,50.0
195.0,50.010000000000005,38.357983932260936,50.0
196.0,50.010000000000005,38.27717726408871,50.0
197.0,50.010000000000005,38.201944741752385,50.00000000000001
198.0,50.010000000000005,38.13167363878583,50.0
199.0,50.010000000000005,38.06584155775282,50.0
200.0,50.010000000000005,38.00399999999999,50.0
201.0,50.010000000000005,37.94576144639707,50.0
202.0,50.010000000000005,37.89078909549947,49.99999999999999
203.0,50.010000000000005,37.83878863638668,50.0
204.0,50.010000000000005,37.78950159596489,50.0
205.0,50.010000000000005,37.742699916596656,50.0
206.0,50.010000000000005,37.69818150389149,50.0
207.0,50.010000000000005,37.65576654597307,50.0
208.0,50.010000000000005,37.61529445105568,50.0
209.0,50.010000000000005,37.576621284211924,50.0
210.0,50.010000000000005,37.539617609930815,50.0
211.0,50.010000000000005,37.50416666666667,50.00000000000001
212.0,50.010000000000005,37.47016281464383,50.0
213.0,50.010000000000005,37.43751020985579,50.0
214.0,50.010000000000005,37.40612166630728,50.0
215.0,50.010000000000005,37.37591767571125,50.0
216.0,50.010000000000005,37.346825559519644,50.0
217.0,50.010000000000005,37.31877873268157,50.0
218.0,50.010000000000005,37.291716062137404,50.0
