"tick","donation-normed-big","donation-big group","donation-valued-big"
1.0,92.5,94.3571868204427,95.0
2.0,92.5,93.29056941504217,95.0
3.0,92.5,93.25377836144436,95.0
4.0,92.5,93.22168783648704,95.0
5.0,87.73138227284555,66.88444011272104,66.875
6.0,87.73138227284555,66.89388022544208,66.875
7.0,87.73138227284555,66.9033203381631,66.875
8.0,87.73138227284555,66.91276045088414,66.875
9.0,87.73138227284555,66.91681290415892,66.875
10.0,87.73138227284555,66.99328801768092,66.875
11.0,87.73138227284555,67.20116892909714,66.875
12.0,87.73138227284555,67.76624783308333,66.875
13.0,87.73138227284555,69.30229154943454,66.875
14.0,87.73138227284555,73.32988696431484,66.875
15.0,87.73138227284555,73.46881164154995,66.875
16.0,87.73138227284555,73.58998691069988,66.87500000000001
17.0,87.73138227284555,73.69689653166165,66.87499999999999
18.0,87.73138227284555,73.79213647141778,66.87500000000001
19.0,87.73138227284555,73.87768609737556,66.87499999999999
20.0,87.73138227284555,73.9550845407761,66.87500000000001
21.0,87.73138227284555,74.02554908182519,66.87499999999999
22.0,87.73138227284555,74.09005681429845,66.87500000000001
23.0,87.73138227284555,74.14940233331778,66.87499999999999
24.0,87.73138227284555,74.20423934508538,66.87500000000001
25.0,87.73138227284555,74.25511123946062,66.87499999999999
26.0,87.73138227284555,74.30247392643248,66.87500000000001
27.0,87.73138227284555,74.34671314837549,66.87499999999999
28.0,87.73138227284555,74.38815778096048,66.87500000000001
29.0,87.73138227284555,74.42709017682783,66.87499999999999
30.0,87.73138227284555,74.46375429891667,66.87500000000001
31.0,87.73138227284555,74.4983621808115,66.87499999999999
32.0,87.73138227284555,74.531099106158,66.87500000000001
33.0,87.73138227284555,74.56212779687276,66.87499999999999
34.0,87.73138227284555,74.08270559134117,66.87500000000001
35.0,87.73138227284555,74.10888391854121,66.87499999999999
36.0,87.73138227284555,74.133825343428,66.87500000000001
37.0,87.73138227284555,74.15762429938441,66.87499999999999
38.0,87.73138227284555,74.1803654249992,66.87500000000001
39.0,87.73138227284555,74.20212483271548,66.87499999999999
40.0,87.73138227284555,74.22297118225778,66.87500000000001
41.0,87.73138227284555,74.24296659337479,66.87499999999999
42.0,87.73138227284555,74.26216742557285,66.87500000000001
43.0,87.73138227284555,74.28062494715583,66.87499999999999
44.0,87.73138227284555,74.29838591167646,66.87500000000001
45.0,87.73138227284555,74.31549305657062,66.87499999999999
46.0,87.73138227284555,74.3319855360926,66.87500000000001
47.0,87.73138227284555,74.34789929854196,66.87499999999999
48.0,87.73138227284555,74.36326741606062,66.87500000000001
49.0,87.73138227284555,74.37812037389031,66.87499999999999
50.0,87.73138227284555,74.39248632485108,66.87500000000001
51.0,87.73138227284555,74.40639131387717,66.87499999999999
52.0,87.73138227284555,74.41985947668711,66.87500000000001
53.0,87.73138227284555,74.43291321603658,66.87499999999999
54.0,87.73138227284555,74.44557335848428,66.87500000000001
55.0,87.73138227284555,74.45785929416606,66.87499999999999
56.0,74.18870517067997,74.46978910171264,66.87500000000001
57.0,74.18870517067997,74.47223218345185,66.87499999999999
58.0,74.18870517067997,74.47435179591734,66.875
59.0,74.18870517067997,74.47616271013119,66.875
60.0,74.18870517067997,74.47767876972885,66.875
61.0,74.18870517067997,74.48413361076449,66.875
62.0,74.18870517067997,74.42014117443186,66.875
63.0,74.18870517067997,74.22855822921387,66.875
64.0,74.18870517067997,73.69060276322865,66.875
65.0,74.18870517067997,72.21154442371842,66.875
66.0,74.18870517067997,68.31794291969396,66.875
67.0,74.18870517067997,68.19224790340614,66.875
68.0,74.18870517067997,68.0835421167078,66.875
69.0,74.18870517067997,67.98845790038989,66.875
70.0,74.18870517067997,67.90448743571498,66.875
71.0,74.18870517067997,67.82971998695258,66.875
72.0,74.18870517067997,67.76267103183038,66.875
73.0,74.18870517067997,67.70216757084346,66.875
74.0,74.18870517067997,67.64726901684257,66.875
75.0,74.18870517067997,67.59721131642722,66.875
76.0,74.18870517067997,67.55136664937305,66.875
77.0,74.18870517067997,67.50921382161415,66.875
78.0,74.18870517067997,67.47031615318674,66.875
79.0,74.18870517067997,67.4343047179293,66.875
80.0,74.18870517067997,67.40086546906782,66.875
81.0,74.18870517067997,67.36972922935199,66.875
82.0,74.18870517067997,67.34066382208442,66.875
83.0,74.18870517067997,67.31346782241661,66.875
84.0,74.18870517067997,67.28796554908449,66.875
85.0,74.18870517067997,67.26400301590026,66.875
86.0,74.18870517067997,67.24144463312359,66.875
87.0,74.18870517067997,67.22017050005233,66.875
88.0,74.18870517067997,67.20007416767682,66.875
89.0,74.18870517067997,67.18106077800361,66.875
90.0,74.18870517067997,67.16304550742159,66.875
91.0,74.18870517067997,67.14595225716855,66.875
92.0,74.18870517067997,67.12971254591183,66.875
93.0,74.18870517067997,67.11426456864163,66.875
94.0,74.18870517067997,67.09955239319683,66.875
95.0,74.18870517067997,67.08552527129613,66.875
96.0,74.18870517067997,67.07213704531574,66.875
97.0,74.18870517067997,67.05934563551152,66.875
98.0,74.18870517067997,67.0471125951341,66.875
99.0,74.18870517067997,67.03540272308885,66.875
100.0,74.18870517067997,67.02418372557108,66.875
101.0,74.18870517067997,67.01342591954402,66.875
102.0,74.18870517067997,67.00310197209505,66.875
103.0,74.18870517067997,66.99318667066963,66.875
104.0,74.01534449755519,66.9836567199629,66.875
105.0,74.01534449755519,66.97514306187541,66.875
106.0,74.01534449755519,66.96697321564683,66.875
107.0,73.85361578473251,66.95912863530117,66.875
108.0,73.7033483300045,66.95224435030882,66.875
109.0,73.43608115987956,66.94593183499543,66.875
110.0,73.31852234845563,66.94620639039807,66.875
111.0,73.31852234845563,66.9564788068697,66.875
112.0,73.31852234845563,66.99131850541679,66.875
113.0,73.31852234845563,67.09814093419163,66.875
114.0,73.31852234845563,67.39074429316106,66.875
115.0,73.31852234845563,67.45817113169433,66.875
116.0,73.31852234845563,67.63949986825877,66.875
117.0,73.31852234845563,68.11769821311047,66.875
118.0,73.31852234845563,68.65753440735018,66.875
119.0,73.31852234845563,69.33828230068633,66.875
120.0,73.31852234845563,69.6512800543681,66.875
121.0,73.31852234845563,69.69112993439184,66.875
122.0,73.31852234845563,69.72605228908822,66.875
