"tick","donation-big group","donation-small","donation-normed-big","donation-normed-small","donation-valued-big","donation-valued-small"
1.0,94.3571868204427,94.35718682044285,92.5,92.5,95.0,95.0
2.0,93.29056941504217,93.2905694150421,92.5,92.5,95.0,95.0
3.0,93.25377836144436,93.2537783614444,92.5,92.5,95.0,95.0
4.0,93.22168783648704,93.22168783648704,92.5,92.5,95.0,95.0
5.0,83.16870263966264,77.01732216878365,91.79474492580177,92.3221687836487,83.15789473684211,77.0
6.0,83.17951054248317,77.0346443375673,91.79474492580177,92.3221687836487,83.15789473684211,77.0
7.0,83.19031844530372,77.05196650635094,91.79474492580177,92.3221687836487,83.15789473684211,77.0
8.0,83.20112634812426,77.06928867513459,91.79474492580177,92.3221687836487,83.15789473684211,77.0
9.0,83.20576596657723,77.07672473884358,91.79474492580177,92.3221687836487,83.15789473684211,77.0
10.0,83.29332165786614,77.21705302340158,91.79474492580177,92.3221687836487,83.15789473684211,77.0
11.0,83.53132270247498,77.59850484933438,91.79474492580177,92.3221687836487,83.15789473684211,77.0
12.0,84.17827661718943,78.63539841620008,91.79474492580177,92.3221687836487,83.15789473684211,77.0
13.0,85.93687968740818,81.45396735705717,91.79474492580177,92.3221687836487,83.15789473684211,77.0
14.0,90.54803859311471,88.84441804662887,91.79474492580177,92.3221687836487,83.15789473684211,77.0
15.0,90.70709224589432,89.09933838268782,91.79474492580177,92.3221687836487,83.15789473684211,77.0
16.0,90.84582475597408,89.32168937855485,91.79474492580177,92.3221687836487,83.15789473684212,77.00000000000001
17.0,79.5315990713882,64.99999999999999,91.1017087133314,91.82208888279973,74.06976744186045,64.99999999999999
18.0,78.88886997558319,65.00000000000001,91.1017087133314,91.82208888279973,74.06976744186048,65.00000000000001
19.0,78.22771232334631,64.99999999999999,91.1017087133314,91.82208888279973,74.06976744186045,64.99999999999999
20.0,78.28084426671974,65.00000000000001,91.1017087133314,91.82208888279973,74.06976744186048,65.00000000000001
21.0,78.32564549965058,64.99999999999999,91.1017087133314,91.82208888279973,74.06976744186045,64.99999999999999
22.0,78.4238657488752,65.00000000000001,91.1017087133314,91.82208888279973,74.06976744186048,65.00000000000001
23.0,78.62234546601553,64.99999999999999,91.1017087133314,91.82208888279973,74.06976744186045,64.99999999999999
24.0,79.09898331045584,65.00000000000001,91.1017087133314,91.82208888279973,74.06976744186048,65.00000000000001
25.0,80.33662944887544,64.99999999999999,91.1017087133314,91.82208888279973,74.06976744186045,64.99999999999999
26.0,83.53100330311568,65.00000000000001,91.1017087133314,91.82208888279973,74.06976744186048,65.00000000000001
27.0,83.66634967739746,64.99999999999999,91.1017087133314,91.82208888279973,74.06976744186045,64.99999999999999
28.0,83.78609143636342,65.00000000000001,91.1017087133314,91.82208888279973,74.06976744186048,65.00000000000001
29.0,83.89313418448641,64.99999999999999,91.1017087133314,91.82208888279973,74.06976744186045,64.99999999999999
30.0,83.98966289165095,65.00000000000001,91.1017087133314,91.82208888279973,74.06976744186048,65.00000000000001
31.0,84.07735891445401,64.99999999999999,91.1017087133314,91.82208888279973,74.06976744186045,64.99999999999999
