"tick","big-power","big-universalsim","small-power","small-universalsim"
1.0,5.0,50.0,1.0,4.0
2.0,5.0,50.0,1.0,4.0
3.0,5.0,50.0,1.0,4.0
4.0,5.0,50.0,1.0,4.0
5.0,5.0,50.0,1.0,4.0
6.0,5.0,50.0,1.0,4.0
7.0,5.0,50.0,1.0,4.0
8.0,5.0,50.0,1.0,4.0
9.0,5.0,50.0,1.0,4.0
10.0,5.0,50.0,1.0,4.0
11.0,5.0,50.0,1.0,4.0
12.0,5.0,50.0,1.0,4.0
13.0,5.0,50.0,1.0,4.0
14.0,5.0,50.0,1.0,4.0
15.0,5.0,50.0,1.0,4.0
16.0,5.0,50.0,1.0,4.0
17.0,5.0,50.0,1.0,4.0
18.0,5.0,50.0,1.0,4.0
19.0,5.0,50.0,1.0,4.0
