"tick","donation-normed-small","donation-small","donation-valued-small"
1.0,92.5,92.82009219983223,95.0
2.0,92.5,92.81750031750047,95.0
3.0,92.5,92.81497039417435,95.0
4.0,92.5,92.8125,95.0
5.0,92.5,92.81008683647302,95.0
6.0,92.5,92.80772872744832,95.0
7.0,92.5,92.80542361089076,95.0
8.0,92.5,92.80316953129541,95.0
9.0,92.28031695312954,77.01728031695313,77.0
10.0,92.28031695312954,77.03456063390625,77.0
11.0,92.28031695312954,77.05184095085939,77.0
12.0,92.28031695312954,77.06912126781252,77.0
13.0,92.28031695312954,77.07653936536022,77.0
14.0,92.28031695312954,77.21652860486816,77.0
15.0,92.28031695312954,77.59705881080237,77.0
16.0,92.28031695312954,78.63144715477311,77.0
17.0,92.28031695312954,81.44320619375864,77.0
18.0,92.28031695312954,88.81580092697848,77.0
19.0,92.28031695312954,89.07010535386152,77.0
20.0,92.28031695312954,89.29191913084385,77.00000000000001
21.0,92.28031695312954,89.48761935076199,76.99999999999999
22.0,92.28031695312954,89.66195798359583,77.00000000000001
23.0,92.28031695312954,89.81855830135244,76.99999999999999
24.0,92.28031695312954,89.96023771484715,77.00000000000001
25.0,92.28031695312954,90.08922448007633,76.99999999999999
26.0,92.28031695312954,90.20730718692596,77.00000000000001
27.0,92.28031695312954,90.31594035781141,76.99999999999999
28.0,92.28031695312954,90.41632061513558,77.00000000000001
29.0,92.28031695312954,90.50944264500836,76.99999999999999
30.0,92.28031695312954,90.59614099987033,77.00000000000001
31.0,92.28031695312954,90.6771217889272,76.99999999999999
32.0,92.28031695312954,90.75298702573512,77.00000000000001
33.0,92.28031695312954,90.82425356250363,76.99999999999999
34.0,92.28031695312954,90.89136797831894,77.00000000000001
35.0,92.28031695312954,90.95471840493907,76.99999999999999
36.0,92.28031695312954,91.01464400781853,77.00000000000001
37.0,92.28031695312954,91.07144265271151,76.99999999999999
38.0,92.28031695312954,91.1253771544402,77.00000000000001
39.0,92.28031695312954,91.1766804076443,76.99999999999999
40.0,92.28031695312954,91.22555962847686,77.00000000000001
41.0,92.28031695312954,91.27219988375724,76.99999999999999
42.0,92.28031695312954,91.31676704485372,77.00000000000001
43.0,92.28031695312954,91.35941027393059,76.99999999999999
44.0,92.28031695312954,91.40026412760795,77.00000000000001
45.0,92.28031695312954,91.43945034571945,76.99999999999999
46.0,92.28031695312954,91.47707937940285,77.00000000000001
47.0,92.28031695312954,91.51325170225815,76.99999999999999
48.0,92.28031695312954,91.54805894005402,77.00000000000001
49.0,92.28031695312954,91.58158484793185,76.99999999999999
50.0,92.28031695312954,91.61390615885492,77.00000000000001
51.0,92.28031695312954,91.64509332288301,76.99999999999999
52.0,92.28031695312954,91.67521115349554,77.00000000000001
53.0,92.28031695312954,91.70431939446689,76.99999999999999
54.0,92.28031695312954,91.7324732185835,77.00000000000001
55.0,92.28031695312954,91.75972366768038,76.99999999999999
56.0,92.28031695312954,91.7861180419867,77.00000000000001
57.0,92.28031695312954,91.8117002455396,76.99999999999999
58.0,92.28031695312954,91.8365110934074,77.00000000000001
59.0,92.28031695312954,91.86058858561366,76.99999999999999
