"tick","donation-big group","donation-small","donation-normed-big","donation-normed-small","donation-valued-big","donation-valued-small"
1.0,58.37099857560207,47.667476472266074,24.914205804882833,25.0,86.81818181818181,77.0
2.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
3.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
4.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
5.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
6.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
7.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
8.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
9.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
10.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
11.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
12.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
13.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
14.0,86.81818181818181,77.0,24.914205804882833,25.0,86.81818181818181,77.0
15.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
16.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
17.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
18.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
19.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
20.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
21.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
22.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
23.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
24.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
25.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
26.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
27.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
28.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
29.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
30.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
31.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
32.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
33.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
34.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
35.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
36.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
37.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
38.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
39.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
40.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
41.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
42.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
43.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
44.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
45.0,86.81818181818181,77.00000000000001,24.914205804882833,25.0,86.81818181818181,77.00000000000001
46.0,86.81818181818181,76.99999999999999,24.914205804882833,25.0,86.81818181818181,76.99999999999999
