"tick","donation-normed-big","donation-big group","donation-valued-big"
1.0,92.5,92.82009219983227,95.0
2.0,92.5,92.8175003175004,95.0
3.0,92.5,92.81497039417442,95.0
4.0,92.5,92.8125,95.0
5.0,91.75221385633384,83.16866010859316,83.15789473684211
6.0,91.75221385633384,83.17942548034425,83.15789473684211
7.0,91.75221385633384,83.19019085209531,83.15789473684211
8.0,91.75221385633384,83.20095622384639,83.15789473684211
9.0,91.75221385633384,83.20557758455425,83.15789473684211
10.0,91.75221385633384,83.29278872822368,83.15789473684211
11.0,91.75221385633384,83.5298531952994,83.15789473684211
12.0,91.75221385633384,84.17426122832468,83.15789473684211
13.0,91.75221385633384,85.92594387461031,83.15789473684211
14.0,91.75221385633384,90.51895702873092,83.15789473684211
15.0,91.75221385633384,90.67738477636799,83.15789473684211
16.0,91.75221385633384,90.81557134870927,83.15789473684212
17.0,91.75221385633384,90.93748957653456,83.1578947368421
18.0,91.75221385633384,91.04609986407272,83.15789473684212
19.0,91.75221385633384,91.14365945407087,83.1578947368421
20.0,91.75221385633384,91.23192355014513,83.15789473684212
21.0,91.75221385633384,90.54808846690864,83.1578947368421
22.0,91.75221385633384,90.61475812186931,83.15789473684212
23.0,91.75221385633384,90.6760925561268,83.1578947368421
24.0,91.75221385633384,90.73276738429779,83.15789473684212
25.0,91.75221385633384,90.78534420749648,83.1578947368421
26.0,91.75221385633384,90.83429421515225,83.15789473684212
27.0,91.75221385633384,90.88001607747151,83.1578947368421
28.0,91.75221385633384,90.92284969211701,83.15789473684212
29.0,91.75221385633384,90.96308687454075,83.1578947368421
30.0,91.75221385633384,91.00097976389493,83.15789473684212
31.0,91.75221385633384,91.03674749989163,83.1578947368421
32.0,91.75221385633384,91.0705815758023,83.15789473684212
33.0,91.75221385633384,91.10265016703188,83.1578947368421
34.0,91.75221385633384,91.13310165918229,83.15789473684212
35.0,91.75221385633384,91.16206754487995,83.1578947368421
36.0,91.75221385633384,91.18966481864334,83.15789473684212
37.0,91.75221385633384,91.21599796944739,83.1578947368421
38.0,91.75221385633384,91.24116064848948,83.15789473684212
39.0,91.75221385633384,91.26523707292802,83.1578947368421
40.0,91.75221385633384,91.28830321361154,83.15789473684212
41.0,91.75221385633384,91.31042780501367,83.1578947368421
42.0,91.75221385633384,91.33167320799527,83.15789473684212
43.0,91.75221385633384,91.35209615008584,83.1578947368421
44.0,91.75221385633384,91.37174836331754,83.15789473684212
45.0,91.75221385633384,91.3906771359557,83.1578947368421
46.0,91.75221385633384,91.40892579153457,83.15789473684212
47.0,91.75221385633384,91.4265341062525,83.1578947368421
48.0,91.75221385633384,91.4435386738871,83.15789473684212
49.0,91.75221385633384,91.45997322585366,83.1578947368421
50.0,91.75221385633384,91.47586891278154,83.15789473684212
51.0,91.75221385633384,91.49125455295935,83.1578947368421
52.0,91.75221385633384,91.5061568521601,83.15789473684212
53.0,91.75221385633384,91.52060059866209,83.1578947368421
54.0,91.75221385633384,91.53460883670775,83.15789473684212
55.0,91.75221385633384,91.54820302116148,83.1578947368421
56.0,91.75221385633384,91.56140315572884,83.15789473684212
57.0,91.13645399237333,78.9354360866915,74.06976744186045
58.0,91.13645399237333,78.95011608232292,74.06976744186048
59.0,91.13645399237333,78.96459891277726,74.06976744186045
60.0,91.13645399237333,78.97889341996678,74.06976744186048
61.0,91.13645399237333,78.98873679296904,74.06976744186045
62.0,91.13645399237333,79.0558215407653,74.06976744186048
63.0,91.13645399237333,79.2269143180507,74.06976744186045
64.0,91.13645399237333,79.68102048280663,74.06976744186048
65.0,91.13645399237333,80.90471479309763,74.06976744186045
66.0,91.13645399237333,84.10346005596922,74.06976744186048
67.0,91.13645399237333,84.2192928133325,74.06976744186045
68.0,91.13645399237333,84.32092049240156,74.06976744186048
69.0,91.13645399237333,84.41111004785387,74.06976744186045
70.0,91.13645399237333,84.49192435422718,74.06976744186048
71.0,91.13645399237333,84.56493721505936,74.06976744186045
72.0,91.13645399237333,84.63137319337994,74.06976744186048
73.0,91.13645399237333,84.69220147812037,74.06976744186045
74.0,91.13645399237333,84.74820063881295,74.06976744186048
75.0,91.13645399237333,84.80000437135386,74.06976744186045
76.0,91.13645399237333,84.84813449675414,74.06976744186048
77.0,91.13645399237333,84.89302520917003,74.06976744186045
78.0,91.13645399237333,84.93504119022884,74.06976744186048
79.0,91.13645399237333,84.97449134321515,74.06976744186045
80.0,91.13645399237333,85.01163934652384,74.06976744186048
81.0,91.13645399237333,85.0467118620918,74.06976744186045
82.0,91.13645399237333,85.0799049909684,74.06976744186048
83.0,91.13645399237333,85.11138940207036,74.06976744186045
84.0,91.13645399237333,85.1413144449682,74.06976744186048
85.0,91.13645399237333,85.16981147642572,74.06976744186045
86.0,91.13645399237333,85.19699657248312,74.06976744186048
87.0,91.13645399237333,85.22297275595989,74.06976744186045
88.0,91.13645399237333,85.24783183856798,74.06976744186048
89.0,91.13645399237333,85.27165595410553,74.06976744186045
90.0,91.13645399237333,85.2945188422064,74.06976744186048
91.0,91.13645399237333,85.31648692928225,74.06976744186045
92.0,91.13645399237333,85.33762024351145,74.06976744186048
93.0,91.13645399237333,85.35797319320638,74.06976744186045
94.0,91.13645399237333,85.37759523206532,74.06976744186048
95.0,91.13645399237333,85.39653143026526,74.06976744186045
96.0,91.13645399237333,85.41482296677667,74.06976744186048
97.0,91.13645399237333,85.43250755545132,74.06976744186045
98.0,91.13645399237333,85.44961981517993,74.06976744186048
99.0,91.13645399237333,85.46619159261117,74.06976744186045
100.0,91.13645399237333,85.48225224446914,74.06976744186048
101.0,91.13645399237333,85.49782888532617,74.06976744186045
102.0,91.13645399237333,85.51294660573035,74.06976744186048
103.0,91.13645399237333,85.52762866480033,74.06976744186045
104.0,91.13645399237333,85.54189666075541,74.06976744186048
105.0,91.13645399237333,85.55577068231509,74.06976744186045
106.0,91.13645399237333,85.56926944346154,74.06976744186048
107.0,91.13645399237333,85.58241040368944,74.06976744186045
108.0,91.13645399237333,85.59520987556043,74.06976744186048
109.0,91.13645399237333,85.60768312112185,74.06976744186045
