"tick","donation-big group","donation-small","donation-normed-big","donation-normed-small","donation-valued-big","donation-valued-small"
1.0,66.43094252897558,72.4925,56.35039795188419,32.5,66.42857142857143,72.5
2.0,66.43331362937974,72.485,56.35039795188419,32.5,66.42857142857143,72.5
3.0,66.4356847297839,72.47749999999999,56.35039795188419,32.5,66.42857142857143,72.5
4.0,66.43805583018805,72.47,56.35039795188419,32.5,66.42857142857143,72.5
5.0,66.439073696593,72.46678039866059,56.35039795188419,32.5,66.42857142857143,72.5
6.0,66.45828217195113,72.40602229456115,56.35039795188419,32.5,66.42857142857143,72.5
7.0,66.51049622146947,72.24086464425604,56.35039795188419,32.5,66.42857142857143,72.5
8.0,66.65242872346553,71.79191960460062,56.35039795188419,32.5,66.42857142857143,72.5
9.0,67.03824126450911,70.57156046132853,56.35039795188419,32.5,66.42857142857143,72.5
10.0,68.46553106045886,67.37170824512629,56.35039795188419,32.5,66.42857142857143,72.5
11.0,68.50937132613127,67.26133508433323,56.35039795188419,32.5,66.42857142857143,72.5
12.0,68.54761043597254,67.1650635094611,56.35039795188419,32.5,66.42857142857143,72.5
13.0,68.58134775521043,67.0801257358446,56.35039795188419,32.5,66.42857142857143,72.5
14.0,68.61140248950696,67.0044593143432,56.35039795188419,32.5,66.42857142857143,72.5
15.0,68.63839926506051,66.9364916731037,56.35039795188419,32.5,66.42857142857143,72.49999999999999
16.0,68.6628237833595,66.875,56.35039795188419,32.5,66.42857142857143,72.5
17.0,68.6850601798123,66.81901718777249,56.35039795188419,32.5,66.42857142857143,72.5
18.0,68.70541679453213,66.76776695296638,56.35039795188419,32.5,66.42857142857143,72.5
19.0,68.72414437678788,66.7206180040292,56.35039795188419,32.5,66.42857142857143,72.5
20.0,68.7414492157295,66.67705098312484,56.35039795188419,32.5,66.42857142857143,72.5
21.0,68.75750278813331,66.63663417676995,56.35039795188419,32.5,66.42857142857143,72.5
22.0,68.77244896487548,66.59900537266708,56.35039795188419,32.5,66.42857142857143,72.5
23.0,68.78640947413648,66.56385810542805,56.35039795188419,32.5,66.42857142857143,72.5
24.0,68.7994880987508,66.53093108923949,56.35039795188419,32.5,66.42857142857143,72.5
25.0,68.81177394034536,66.5,56.35039795188419,32.5,66.42857142857143,72.5
26.0,68.82334398596296,66.4708710135364,56.35039795188419,32.5,66.42857142857143,72.5
27.0,68.83426514674466,66.44337567297406,56.35039795188419,32.5,66.42857142857143,72.5
28.0,68.8445958923908,66.41736677378461,56.35039795188419,32.5,66.42857142857143,72.5
29.0,68.85438757282853,66.39271503632789,56.35039795188419,32.5,66.42857142857143,72.5
30.0,68.86368549545486,66.36930639376293,56.35039795188419,32.5,66.42857142857143,72.5
31.0,68.87252980964121,66.3470397652008,56.35039795188419,32.5,66.42857142857143,72.5
32.0,68.88095623797129,66.32582521472479,56.35039795188419,32.5,66.42857142857143,72.5
33.0,68.88899668464218,66.30558241966773,56.35039795188419,32.5,66.42857142857143,72.5
34.0,68.89667974469221,66.28623938856882,56.35039795188419,32.5,66.42857142857143,72.50000000000001
35.0,68.90403113261249,66.26773138209276,56.35039795188419,32.5,66.42857142857143,72.5
36.0,68.91107404500261,66.25,56.35039795188419,32.5,66.42857142857143,72.50000000000001
37.0,68.91782946893983,66.23299240479017,56.35039795188419,32.5,66.42857142857143,72.5
38.0,68.92431644541088,66.21666065848072,56.35039795188419,32.5,66.42857142857143,72.5
39.0,68.93055229534635,66.20096115353815,56.35039795188419,32.5,66.42857142857143,72.5
40.0,68.93655281437385,66.18585412256314,56.35039795188419,32.5,66.42857142857143,72.5
41.0,68.94233244128121,66.17130321416454,56.35039795188419,32.5,66.42857142857143,72.5
42.0,68.94790440428285,66.1572751247157,56.35039795188419,32.5,66.42857142857143,72.5
43.0,68.9532808484656,66.14373927749453,56.35039795188419,32.5,66.42857142857143,72.5
44.0,68.95847294721007,66.13066754216662,56.35039795188419,32.5,66.42857142857143,72.5
45.0,68.96349099991596,66.11803398874989,56.35039795188419,32.5,66.42857142857143,72.5
