"tick","donation-normed-small","donation-small","donation-valued-small"
1.0,7.5,5.001250000000001,5.0
2.0,7.5,5.0024999999999995,5.0
3.0,7.5,5.00375,5.0
4.0,7.5,5.005000000000001,5.0
5.0,7.5,5.005536600223236,5.0
6.0,7.5,5.015662950906474,5.0
7.0,7.5,5.043189225957327,5.0
8.0,7.5,5.118013399233227,5.0
9.0,7.5,5.321406589778579,5.0
10.0,7.5,5.854715292478953,5.0
11.0,7.5,5.873110819277795,5.0
12.0,7.5,5.889156081756484,5.0
13.0,7.5,5.9033123773592315,5.0
14.0,7.5,5.915923447609469,5.0
15.0,7.5,5.9272513878160495,5.0
16.0,7.5,5.9375,5.0
17.0,7.5,5.946830468704583,5.0
18.0,7.5,5.955372174505605,5.0
19.0,7.5,5.963230332661798,5.0
20.0,7.5,5.970491502812526,5.0
21.0,7.5,5.97722763720501,5.0
22.0,7.5,5.983499104555488,5.0
23.0,7.5,5.9893569824286566,5.0
24.0,7.5,5.994844818460085,5.0
25.0,7.5,6.0,5.0
26.0,7.5,6.00485483107727,5.0
27.0,7.5,6.009437387837656,5.0
28.0,7.5,6.013772204369232,5.0
29.0,7.5,6.017880827278685,5.0
30.0,7.5,6.021782267706181,5.0
31.0,7.5,6.025493372466531,5.0
32.0,7.5,6.029029130879204,5.0
33.0,7.5,6.032402930055378,5.0
34.0,7.5,6.035626768571863,5.0
35.0,7.5,6.038711436317872,5.0
36.0,7.5,6.041666666666667,5.0
37.0,7.5,6.044501265868304,5.0
38.0,7.5,6.047223223586546,5.0
39.0,7.5,6.049839807743641,5.0
40.0,7.5,6.052357646239475,5.0
41.0,7.5,6.054782797639242,5.0
42.0,7.5,6.057120812547385,5.0
43.0,7.5,6.059376787084243,5.0
44.0,7.5,6.061555409638898,5.0
45.0,7.5,6.063661001875017,5.0
46.0,7.5,6.065697554806378,5.0
47.0,7.5,6.067668760627632,5.0
48.0,7.5,6.069578040878241,5.0
49.0,7.5,6.071428571428571,5.0
50.0,7.5,6.073223304703363,5.0
51.0,7.5,6.074964989496499,5.0
52.0,7.5,6.076656188679616,5.0
53.0,7.5,6.078299295064139,5.0
54.0,7.5,6.079896545640057,5.0
55.0,7.5,6.08145003438419,5.0
56.0,7.5,6.082961723804735,5.0
57.0,7.5,6.08443345536687,5.0
58.0,7.5,6.085866958925347,5.0
59.0,7.5,6.0872638612739705,5.0
60.0,7.5,6.088625693908025,5.0
61.0,7.5,6.089953900083881,5.0
62.0,7.5,6.091249841249763,5.0
63.0,7.5,6.092514802912822,5.0
64.0,7.5,6.09375,5.0
65.0,7.5,6.0949565817634905,5.0
66.0,7.5,6.096135636275834,5.0
67.0,7.5,6.0972881945546185,5.0
68.0,7.5,6.0984152343522915,5.0
69.0,7.5,6.099517683642788,5.0
70.0,7.5,6.100596423833201,5.0
71.0,7.5,6.101652292725769,5.0
72.0,7.5,6.102686087252803,5.0
73.0,7.5,6.103698566004837,5.0
74.0,7.5,6.104690451570226,5.0
75.0,7.5,6.1056624327025935,5.0
76.0,7.5,6.106615166330898,5.0
77.0,7.5,6.107549279425452,5.0
78.0,7.5,6.108465370731925,5.0
79.0,7.5,6.109364012384248,5.0
80.0,7.5,6.110245751406264,5.0
81.0,7.5,6.111111111111111,5.0
82.0,7.5,6.111960592406442,5.0
83.0,7.5,6.1127946750128865,5.0
84.0,7.5,6.113613818602505,5.0
85.0,7.5,6.11441846386334,5.0
86.0,7.5,6.115209033495702,5.0
87.0,7.5,6.115985933145275,5.0
88.0,7.5,6.116749552277743,5.0
89.0,7.5,6.1175002649992045,5.0
90.0,7.5,6.118238430826318,5.0
91.0,7.5,6.11896439540976,5.0
92.0,7.5,6.119678491214328,5.0
93.0,7.5,6.120381038158698,5.0
94.0,7.5,6.121072344217652,5.0
95.0,7.5,6.121752705989355,5.0
96.0,7.5,6.122422409230043,5.0
97.0,7.5,6.123081729358297,5.0
98.0,7.5,6.123730931930974,5.0
99.0,7.5,6.124370273092598,5.0
100.0,7.5,6.125,5.0
101.0,7.5,6.125620351223752,5.0
102.0,7.5,6.126231557127916,5.0
103.0,7.5,6.126833840229462,5.0
104.0,7.5,6.127427415538634,5.0
105.0,7.5,6.128012490881433,5.0
106.0,7.5,6.128589267205342,5.0
107.0,7.5,6.129157938869292,5.0
108.0,7.5,6.129718693918829,5.0
109.0,7.5,6.130271714347356,5.0
110.0,7.5,6.130817176344301,5.0
111.0,7.5,6.131355250530937,5.0
112.0,7.5,6.131886102184616,5.0
113.0,7.5,6.132409891452049,5.0
114.0,7.5,6.132926773552288,5.0
115.0,7.5,6.133436898969961,5.0
116.0,7.5,6.133940413639343,5.0
117.0,7.5,6.134437459119745,5.0
118.0,7.5,6.134928172762709,5.0
119.0,7.5,6.135412687871473,5.0
120.0,7.5,6.1358911338530895,5.0
121.0,7.5,6.136363636363637,5.0
122.0,7.5,6.136830317446852,5.0
123.0,7.5,6.1372912956665715,5.0
124.0,7.5,6.137746686233266,5.0
125.0,7.5,6.13819660112501,5.0
126.0,7.5,6.138641149203156,5.0
127.0,7.5,6.139080436322985,5.0
128.0,7.5,6.139514565439601,5.0
129.0,7.5,6.139943636709297,5.0
130.0,7.5,6.140367747586621,5.0
131.0,7.5,6.14078699291737,5.0
132.0,7.5,6.141201465027689,5.0
133.0,7.5,6.141611253809486,5.0
134.0,7.5,6.14201644680233,5.0
135.0,7.5,6.142417129272015,5.0
136.0,7.5,6.142813384285932,5.0
137.0,7.5,6.143205292785405,5.0
138.0,7.5,6.143592933655157,5.0
139.0,7.5,6.1439763837900045,5.0
140.0,7.5,6.144355718158935,5.0
141.0,7.5,6.144731009866685,5.0
142.0,7.5,6.145102330212914,5.0
143.0,7.5,6.145469748749115,5.0
144.0,7.5,6.145833333333333,5.0
